Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text
5871,AEROCITY HOTEL J P PALACE IGI AIRPORT New Delhi BY SHOAIB TRAVELS,"Mahipalpur, New Delhi",Aug-23,Not as expected,4,Helpful Staff Members
5872,AEROCITY HOTEL J P PALACE IGI AIRPORT New Delhi BY SHOAIB TRAVELS,"Mahipalpur, New Delhi",Jul-23,excellent,9,"Excellent 
thank you"
5873,AEROCITY HOTEL J P PALACE IGI AIRPORT New Delhi BY SHOAIB TRAVELS,"Mahipalpur, New Delhi",Jul-23,Bad,1,Nothing
5874,AEROCITY HOTEL J P PALACE IGI AIRPORT New Delhi BY SHOAIB TRAVELS,"Mahipalpur, New Delhi",Jul-23,Very good,8,"Close to airport, this accommodation is worth consideration.
The manager and staff are very eager to help and I found that all my requests were promptly actioned.
It requires a little renovation but for an older establishment, the room was clean and tidy. I found that I had a good and quiet sleep especially with the air conditioning. It is value for money and considering this factor, I would see myself staying here, if my travel path includes near Dehli airport again."
5875,AEROCITY HOTEL J P PALACE IGI AIRPORT New Delhi BY SHOAIB TRAVELS,"Mahipalpur, New Delhi",Jul-23,Bad,1, · It was stinky
5876,AEROCITY HOTEL J P PALACE IGI AIRPORT New Delhi BY SHOAIB TRAVELS,"Mahipalpur, New Delhi",Jul-23,Bad,1,"It is haunted place. Scary and hopeless. Bed sheets not clean , lot of hairs, dust around."
5877,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Oct-22,Best value for the price in the area,10,"Very helpful staff, good quality room"
5878,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Feb-23,Good,7, · I was overcharged than the booking amount mentioned.
5879,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Jan-23,"It was a very good , safe and convenient stay .",8,"Location, staff behaviour and support was just fantastic.  I was also given half an hour late check out facility without any additional charge ."
5880,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Jan-23,Good,7,Clean is good
5881,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Nov-22,please don’t check in with weekdays other same issues,8,loction
5882,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Jul-22,Very good,8,The atmosphere and the space.
5883,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Dec-20,Good,7,It was spacious
5884,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Jan-21,Very good,8,Bed n room was Comfortable and had peace
5885,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Oct-20,It was excellent,8,It was good and healthy
5886,Airport hotel Golden Bliss,"Mahipalpur, New Delhi",Jul-23,Disappointing,4,Location is very difficult
5887,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Feb-21,Passable,5,Only Basic facilities are there ..single guest can stay there
5888,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Mar-23,Fraud,1,Fake
5889,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Aug-22,fake reviews and don’t take online booking,1,nothing
5890,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Nov-21,Good,7,central near to market and metro
5891,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Sep-21,Bad,1,Nothing
5892,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Jul-23,Very poor,2, no comments available for this review
5893,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Aug-22,Bad,1, no comments available for this review
5894,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Aug-22,Bad,1, no comments available for this review
5895,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",Jun-22,Good,7, no comments available for this review
5896,Collection O 71756 Hotel Silver Arrow Near Pacific Mall Tagore Garden,"Janakpuri, New Delhi",May-22,Exceptional,10, no comments available for this review
5897,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,Beautiful atmosphere inside and outside around the hotel,8, no comments available for this review
5898,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,Great location......,7, no comments available for this review
5899,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,Beautiful rooms & great ambiance,8, no comments available for this review
5900,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,The hotel was wonderful,9, no comments available for this review
5901,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,The room was spacious and clean,9, no comments available for this review
5902,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,Very friendly staff,9, no comments available for this review
5903,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,the atmosphere and service were great.,7, no comments available for this review
5904,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,The staff was the nicest,9, no comments available for this review
5905,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,amazing staff that was friendly and made customers feel welcome.,9, no comments available for this review
5906,Huaz Khas Residency,"Hauz Khas, New Delhi",Aug-23,"staff had great attitude,helpful and always available.",8, no comments available for this review
5907,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Jun-21,Exceptional,10,I have stayed at dozen of hotels in (L). This was on the top of the list of best stays/experiences ever. Staff was very hospitable and there for every need of mine. Thank you so much.
5908,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",May-23,Pleasant,6,Old hotel not far from the train station. Probably the only reason to stay here. The a.c is not strong enough so it was very hot in the room.
5909,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Dec-22,Passable,5,The room for 3 people was good spacious and kind of adjustable.
5910,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Jan-23,Passable,5,Spacious room and price
5911,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Aug-22,Average,5,Took Breakfast outside as it start at 8 AM
5912,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Dec-21,Good,7,Good room and services
5913,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Oct-21,Good,7,It was good
5914,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Aug-23,Superb,9,"The staff was so helpful. Rooms were clean and comfortable, reasonable price."
5915,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Dec-22,An amazing experience…!!,10,"The room were very good ,even tge staff were friendly in nature and helped us very well for the day ,….the best hotel to stay in delhi ..a big yes to ‘HOTEL THE TOURIST’…"
5916,Hotel The Tourist - 1 min from New Delhi Railway Station,"Paharganj, New Delhi",Jun-22,Will visit again!,10,Hospitality and cooperation
5917,Le TRESOR,"Jasola, New Delhi",Jul-23,Good,7,Good
5918,Le TRESOR,"Jasola, New Delhi",Aug-23,Exceptional,10, no comments available for this review
5919,FabHotel Cameron,"Jasola, New Delhi",Oct-22,"The staff was really very helpful,",10,"Very friendly staff, always ready to help and offer suggestions. Everything specially the hospitality. We really felt welcomed  
                                    ,,,"
5920,Hotel IVY plaza Luxury,"South West, New Delhi",Oct-22,Comfortable stay.,10,"Closeness to airport, neat and clean bed sheets, room and bathroom was clean. Staff were very polite and very helpful, they actually cares.."
5921,Hotel IVY plaza Luxury,"South West, New Delhi",Aug-23,Pleasant,6,Place is good need to take care more
5922,Hotel IVY plaza Luxury,"South West, New Delhi",Jul-23,If you need a bed to sleep it’s basic otherwise don’t both staying here!,6,Nothing much but they had soap in the bathroom
5923,Hotel IVY plaza Luxury,"South West, New Delhi",Jun-23,"Cheap stay, 10-15 min drive from the airport",6,"24 hour reception, booked me an airport drop off at 4 am. The airport is 10-15 min drive away."
5924,Hotel IVY plaza Luxury,"South West, New Delhi",Jun-23,Pleasant,6,Good
5925,Hotel IVY plaza Luxury,"South West, New Delhi",Jun-23,Good,7,I liked the proximity it has with airport
5926,Hotel IVY plaza Luxury,"South West, New Delhi",Apr-23,Good,7,Close to the airport.
5927,Hotel IVY plaza Luxury,"South West, New Delhi",Apr-23,I like it overall.,8,"location, stuff, breakfast"
5928,Hotel IVY plaza Luxury,"South West, New Delhi",Apr-23,Very good,8,Good
5929,Hotel IVY plaza Luxury,"South West, New Delhi",Apr-23,Very good,8,Nice
5930,Eleven Bed & Breakfast,"South Delhi, New Delhi",Mar-23,Incredible!,10,"Ajay is nothing short of a great human being. As it was our first time in Delhi, he went above and beyond to make us feel comfortable and provided us loads recommendations of what to do in the city. Eleven is a great place to stay away from the hustle and bustle of the city but still a short distance from some famous monuments (i.e. Humayuns Tomb). I would not stay anywhere else next time I'm here. Do yourself a favor and stay here instead of a hotel - you will never get this kind of thoughtfulness and consideration at a hotel stay!"
5931,Eleven Bed & Breakfast,"South Delhi, New Delhi",Jul-23,Exceptional,10,"A very friendly welcome. A spacious room and wonderful coffee for breakfast as well as the pickled relish ! The household, the garden and the neighbourhood made our first stay a memorable one. Mr. Ajay has been very helpful and kind in every way. We really recommend his B&B !"
5932,Eleven Bed & Breakfast,"South Delhi, New Delhi",Jun-23,Exceptional,10,"Ajay was an exceptional host. He was very kind and helped me navigate everything India.  I am very grateful that I met him. 
His place is comfortable,  clean and in a location that is quiet away from the bustle of the city centre. 
Highly recommend."
5933,Eleven Bed & Breakfast,"South Delhi, New Delhi",May-23,"Beautiful bed and breakfast, great staff and host, super nice location",10,"Super friendly and attentive host who will do everything to make your stay comfortable and worthwhile. 
We will be back here for sure during our next trip to India (Delhi)
Great staff, breakfast and location."
5934,Eleven Bed & Breakfast,"South Delhi, New Delhi",Mar-23,Everything wonderful,10,"Ajay was the most wonderful host! He was friendly, had fantastic local recommendations, and we appreciated that he spoke English. The place had a lovely and peaceful garden where you can enjoy the wildlife while eating breakfast. Breakfast was delicious!"
5935,Eleven Bed & Breakfast,"South Delhi, New Delhi",May-23,excellent,9,clean & friendly
5936,Eleven Bed & Breakfast,"South Delhi, New Delhi",Apr-23,Very good,8,"Rooms were very clean for Indian standards. 
The environment is silent and safe.
Staff is very nice and helpful. Breakfast prepared to your wishes, also Intercontinental."
5937,Eleven Bed & Breakfast,"South Delhi, New Delhi",Mar-23,Very good,8,"Nice room in a nice neighbourhood and a helpful host, Ajay."
5938,Eleven Bed & Breakfast,"South Delhi, New Delhi",Mar-23,"Perfect stay, location and host",8,"It was a very good stay, really better than the first we had book in this city. The room was very clean and well arranged. WIFI works perfectly as hot water in the bathroom. All the furnitures were clean. The towels, the sheets, the mattress were new. Bed was confortable. There were full of bottles of water in the room when we arrived. The location is very quiet (it's rare in this city) and easy to find. The owner was very nice and responded quickly. Indian beakfast was good (but a bit more spicy could be great). We stayed only 1 night, but if we want to stay again in Delhi, we won't hesitate to book again in this B&B."
5939,Eleven Bed & Breakfast,"South Delhi, New Delhi",Feb-23,Very good,8,"The place is located within walking distance from Nizamuddin railway station, in a very quiet area. The room is very spacious, clean and quiet, the bed is comfortable. Breakfast is very good. Communication with the host Ajay is easy and quick. Ajay is very kind, welcoming and honest. There was an overbooking problem with our reservation, which was dealt with by Ajay very efficiently and professionally. Ajay offered us one night for free in a neighboring guesthouse of the same standard as his place, and in addition he dropped us off at the train station in the morning. I have no hesitation in recommending this place for a stay in Delhi."
5940,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Apr-23,Exceptional,10,VERY EXCELLENT RECEPTION AND HOSPITALITY.
5941,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Jun-23,Good,7,Ok
5942,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Jun-23,Good,7,Staff behave really good specially a boy name was suraj ....what a guy he is .....talking manners... cleaning....nd all he is fabulous
5943,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Mar-23,Stay was great except the sound of the staff,7," · Pl avoid the ground floor room. The staff was talking very loudly the whole day. Even after telling them not to disturb, they were not bothered. Request the management to take care."
5944,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Jan-23,Overpriced,7, · Room lock was broken and there was a few crawling insects in the room. Food was too much expensive and overpriced.
5945,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Dec-22,good for whom who need medical assistance at AIIMS.,6,property location is good for medical needy person.
5946,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Nov-22,Came for councelling and satisfied,6,Place near to all roads served the purpose with security
5947,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Nov-22,Passable,5,Location
5948,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Sep-22,Passable,5,The location was really nice and easy to reach.
5949,Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi",Aug-22,Good,7,Good location. Good staff. Cleanliness quite satisfactory.
5950,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",May-22,Exceptional,10,"""Rooms are very nice. The staff was very good and cooperative. Everything was perfect in this hotel."""
5951,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Jan-23,Good location but noisy.,8,Good central location though noisy. Comfortable bed and room at the back further from the street noise. Some staff very helpful.
5952,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Nov-21,Good,7,Overall good mainly room service and staffs
5953,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Nov-21,Pleasant,6,Nothing to mention as such
5954,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Feb-23,Bad,1,Nothing to be told. You know yourself how you befool public
5955,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Jan-23,Exceptional,10,Cleaning and staff bahivior
5956,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Jan-23,Not recommended if you have a vehicle or are a solo traveller.,1,follow up message from owner for feedback post stay.
5957,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Jan-23,Exceptional,10,Most comfortable
5958,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",Apr-22,Bad,1,very bad hotel
5959,Hotel Dreamland Dx Near New Delhi Railway station,"Paharganj, New Delhi",May-22,Excellent stay,10,Nice staff
5960,Flagship Royal Galaxy b&b Near Lotus Temple,"South Delhi, New Delhi",May-23,Bad,1, no comments available for this review
5961,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,The Hotelier never agreed to provide the stay for the booking made through you( BOOKING. COM),7,Rooms are ok.
5962,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,My Great experience at booking. Com,1,Only the bed
5963,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,Exceptional,10,"The hotel is eco-friendly, with a focus on sustainability and reducing its carbon footprint"
5964,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,Exceptional,10,"Great location, excellent service, and beautiful rooms."
5965,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,Exceptional,10,"The hotel offers a wide range of services, including room service, laundry, and valet parking"
5966,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Jun-23,Good,7, no comments available for this review
5967,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",May-23,Disappointing,4, no comments available for this review
5968,Flagship Royal Galaxy b&b Near Lotus Temple,"South Delhi, New Delhi",May-23,Bad,1, no comments available for this review
5969,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,The Hotelier never agreed to provide the stay for the booking made through you( BOOKING. COM),7,Rooms are ok.
5970,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,My Great experience at booking. Com,1,Only the bed
5971,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,Exceptional,10,"The hotel is eco-friendly, with a focus on sustainability and reducing its carbon footprint"
5972,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,Exceptional,10,"Great location, excellent service, and beautiful rooms."
5973,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Apr-23,Exceptional,10,"The hotel offers a wide range of services, including room service, laundry, and valet parking"
5974,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",Jun-23,Good,7, no comments available for this review
5975,OYO Flagship 80769 Seven Heaven,"North Delhi, New Delhi",May-23,Disappointing,4, no comments available for this review
5976,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Apr-23,Exceptional,10,Hotel was very clean and service was really good. Food is also tasty and the over all experience was quite quite and good and the staffs were quite helpful.
5977,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Oct-22,Good,7,"1) Value for money
2) Food availability at late night"
5978,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Sep-22,Very good,8,everything is good in this hotel but some was problem in washroom i hope in future hotel staff will remove this problem….
5979,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Jul-22,Very good,8,propertis nice but wifi was not wokring
5980,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Jul-22,Pleasant,6,Its prime location busy road easy access to market and airport. Staff was helpful.
5981,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Jul-22,Good,7,Room different from what project
5982,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Mar-23,Exceptional,10,"It's an amazing place. Hospitality is good. Great people very humble and genuine. Everything worked properly from the ac, hit water etc. Rooms was specious and clean. Overall I would definitely stay here again"
5983,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Feb-23,Bad,1,nothing
5984,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Jan-23,Pictures posted are fake!!,1,Food tasted good.
5985,Hotel Aero-Stay Residency,"Mahipalpur, New Delhi",Jan-23,It's a fraud hotel. There is no existence of this namely hotel. The contact number is a broker.,1,It's a fraud hotel. There is no hotel in this name at that entire area.
5986,JRD Pride,"South Delhi, New Delhi",Mar-23,Exceptional,10,This place is clean and looked new. There are a few bus stations just a couple of minutes walk from the place. I was able to fimd a bus the next morning to the lotus temple
5987,JRD Pride,"South Delhi, New Delhi",Jul-23,GOOD value for money.,7,Food. Amenities. Staff service but only after asking.
5988,JRD Pride,"South Delhi, New Delhi",Jul-23,Best of luck,7,Booking procedure
5989,JRD Pride,"South Delhi, New Delhi",May-23,Very good,8,Location
5990,JRD Pride,"South Delhi, New Delhi",Jun-23,Housekeeping,7,Ok
5991,JRD Pride,"South Delhi, New Delhi",Feb-23,great stay,8,"accessibility- property is situated at main road very near to ashram metro 
rooms-the rooms were good"
5992,JRD Pride,"South Delhi, New Delhi",Dec-22,Good,7,Location and staff is good.
5993,JRD Pride,"South Delhi, New Delhi",Sep-22,Very good,8,Not clearly vissible to main road
5994,JRD Pride,"South Delhi, New Delhi",Jun-22,good place and valuable prices,8,neat and clean
5995,JRD Pride,"South Delhi, New Delhi",Jul-22,Booking amound,7,Clean neat service
5996,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Sep-22,"Great accommodations, stuffs are too friendly. Loved them",10,Location was fantastic as it was near the metro and airport
5997,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Jun-23,I'm been expected more batter servuce next time,8,"Hotel are been good according price and staff are need to upgrated for out  travelers. Food are been good , but presentations need improved. Wash room are need upgraded and more hygienic."
5998,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Mar-23,very good!,8,clean and comfy. best experience so far
5999,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Oct-22,Rooms are spacious cleanly and has cleanly bathroom,8,Rooms are specious and cleanly. Even the shower is clean and the water pressure is really great and it has a really good hot water system. Stayed for 5 nights.
6000,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Dec-22,Good cheap stop off for one night after a flight,7,"The bed was super comfy and the guy on the desk was very helpful and friendly, he even got me food at 12:30am"
6001,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Oct-22,Good,7,The lady of the front desk was amazing.
6002,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Oct-22,Pleasant,6,Rooms are quite spacious.
6003,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Sep-22,Good,7,Not bad
6004,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Jul-22,Pleasant,6,Affordable rooms.
6005,Hotel Goodluck Suites Near Delhi Airport,"South West, New Delhi",Jul-22,Alright,7,"Location, nice staff, quick intervention"
6006,hotel suzi international,"Paharganj, New Delhi",Jun-23,Exceptional,10,Very nice hotel and behavior of staff is outstanding... Recommended ❤
6007,hotel suzi international,"Paharganj, New Delhi",Jun-23,Value for money,9,All staffs where very good behaviour and full support.
6008,hotel suzi international,"Paharganj, New Delhi",May-23,Very good exllent like home stay best hotel family and safe 👍,10,Very good hotel family hotel staff is good best location delhi center location tourist place  shopping point near safe hotel  staff behavior is good all person are is good aall person respect full  exllent service and   manager are good like a home stay   this hotel new delhi pahar ganj best hotel  safe and nead and clean I like this hotel
6009,hotel suzi international,"Paharganj, New Delhi",Jun-23,Amazing at this price point.,10,"I recently stayed at Hotel Suzi for 4 days and had a fantastic experience. The staff was incredibly helpful and even assisted us in booking train tickets. The room was clean and comfortable, and the hotel’s location was convenient for exploring the city. The breakfast at the on-site restaurant was delicious. Overall, I highly recommend this hotel for a wonderful stay."
6010,OYO Country Residency,"East Delhi, New Delhi",Jun-23,Bad,1,Uska address book karne ke baad kahi nahi mila 2 hours paisa waist address wrong tha fraud
6011,OYO Country Residency,"East Delhi, New Delhi",May-23,"Jb location hi nhi mila ,to rukunga kha,12 am ko Ghar bhag ke aya,hotal ha pta hi nhi chala",1,Location mila hi nhi
6012,OYO Country Residency,"East Delhi, New Delhi",Jun-23,Everything is normal,6,"No breakfast, location is ok"
6013,OYO Country Residency,"East Delhi, New Delhi",May-23,Bad,1, no comments available for this review
6014,OYO Country Residency,"East Delhi, New Delhi",May-23,Bad,1, no comments available for this review
6015,Ashok Country Resort,"South West, New Delhi",Mar-23,"it was relaxing and comfy in a beautiful building. also, very close to the airport.",8,very relaxed and friendly staff. lovely grounds.
6016,Ashok Country Resort,"South West, New Delhi",Aug-23,Good place to land for a couple of days before moving on.,8,"food was nice, a spacious room and clean"
6017,Ashok Country Resort,"South West, New Delhi",Jul-23,Okokok,8,Ok
6018,Ashok Country Resort,"South West, New Delhi",Jan-23,Comfortable room and good food in a pleasant setting.,8,Friendly staff. Comfortable room. Good food. Nice grounds
6019,Ashok Country Resort,"South West, New Delhi",Aug-22,Good,7,location ok
6020,Ashok Country Resort,"South West, New Delhi",Jul-22,Good,7," · The maintenance is not proper there were dust around the corners and behind table next to bed. looks like that area is not cleaned from months.
TV was not working, blurry screen in SONY Television."
6021,Ashok Country Resort,"South West, New Delhi",Jul-21,Over all a very goog,8,Its ambienceand aesthetics of rooms is very good
6022,Ashok Country Resort,"South West, New Delhi",Aug-23,Passable,5,moderate
6023,Ashok Country Resort,"South West, New Delhi",Apr-23,Pathetic,1,Not tried
6024,Ashok Country Resort,"South West, New Delhi",Mar-23,Exceptional,10,Everything was good 👍 only little bit more cleaning 🧹
6025,Jmd Residency,"South Delhi, New Delhi",Jul-23,Exceptional,10,"Staff were really kind and attentive, great facilities and great neighborhood"
6026,Jmd Residency,"South Delhi, New Delhi",Apr-23,Exceptional,10,"Хама зур, вайфай 5+,хонахо тоза , хама 100%"
6027,Jmd Residency,"South Delhi, New Delhi",Jul-23,Недалеко с большим торговым центрам,6,Останавливались в отеле между перелетами. Отель хороший.
6028,Jmd Residency,"South Delhi, New Delhi",Jul-23,Good,7, no comments available for this review
6029,Jmd Residency,"South Delhi, New Delhi",Jun-23,Exceptional,10, no comments available for this review
6030,Jmd Residency,"South Delhi, New Delhi",Jun-23,Very good,8, no comments available for this review
6031,Daffodils inn,"Connaught Place, New Delhi",May-23,Clean Room and Toilet - convenient location - overall good,7,The Location is very convenient.....
6032,Daffodils inn,"Connaught Place, New Delhi",Dec-22,Poor place,5,Staff is very good but facility and room state is very poor
6033,Daffodils inn,"Connaught Place, New Delhi",Dec-22,Disappointing,4,Courteous staff
6034,Daffodils inn,"Connaught Place, New Delhi",Oct-22,Passable,5,location only
6035,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",Apr-23,Exceptional,10,"The hotel had everything I needed for a comfortable stay. The room was clean and quiet, and the staff was friendly and helpful."
6036,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",Jun-23,Bad,1," · Actually this hotel was fraud its not accepted oyo or discounted booking, its totally fraud hotel, don't be cone here please"
6037,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",May-23,it took 1000 but doesn't worth you pennies,1, · nothing was there to be liked it was a poor stay oyo showed 598 but then it took 1000 and room was not clean the toilet was dirty bad was rubbish
6038,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",May-23,I would like to say all that you NEVER stay here. It's not hotel but banquet hall with noise,1, · Hotel charged almost double without giving bill receipt and misbehaved also.
6039,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",Apr-23,Pathetic... Experience,1,"Nothing, i didn't even stay there... Images are fake the place is dirty as hell, couldn't even raise a complaint with booking even after multiple trials"
6040,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",Apr-23,Exceptional,10,"I had a great stay at this hotel. The room was cozy and inviting, and the breakfast was delicious."
6041,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",Apr-23,Exceptional,10,"I would highly recommend this hotel to anyone visiting the area. The facilities were top-notch, and the staff was exceptional."
6042,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",Feb-23,"fake photos on online ,nothing and fraud hotel they taken my money and not given me room ,I seen room is very bad like p",1,"fake photos on online ,nothing and fraud hotel they taken my money and not given me room ,I seen room is very bad like public toilet"
6043,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",May-23,BOOKING TIME SE EXTRA MONEY CHARGE KAR KE BEVKOOF BNATE HO VERRY BAD,1, no comments available for this review
6044,OYO Hotel Raas Near M2k Cinemas Rohini,"Rohini, New Delhi",May-23,Bad,1, no comments available for this review
6045,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Oct-22,Exceptional,10,All staff is good and location
6046,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Jul-23,"SInce for me it was close to my workplace and convenient to travel , But need improvement.",6,Silence
6047,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",May-23,Good,7,I like the cleaning of and most important staff was very kind 🙂
6048,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Apr-23,Pleasant,6,Hotel staff was good and location and room also good.
6049,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Mar-23,Pleasant,6,"Staff Behaviour, good location and good value"
6050,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Feb-23,Good,7,Only  location was awesome
6051,Hotel Silver Saffron Near Paschim Vihar Metro Station,"Pashim Vihar, New Delhi",Feb-23,Managed well,8,Location near to metro and walkable distance
