class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
p,13.21,s,t,n,t,d,n,5.87,16.32,n,f,f,h,u
p,11.14,f,t,n,t,d,n,5.9,15.49,n,f,f,h,u
p,11.97,f,t,r,t,d,n,6.29,17.03,n,f,f,d,u
p,9.97,s,t,r,t,d,n,6.61,15.35,n,f,f,d,u
p,11.37,s,t,r,t,d,n,5.53,14.41,n,f,f,d,u
p,10.79,f,t,r,t,d,n,5.75,14.89,n,f,f,h,a
p,12.61,s,t,r,t,d,n,7.4,16.97,n,f,f,h,u
p,10.61,x,t,n,t,d,n,6.34,15.08,n,f,f,d,u
p,14.94,s,t,n,t,d,n,7.51,16.03,n,f,f,d,u
p,11.48,x,t,n,t,d,n,6.99,18.41,n,f,f,d,a
p,10.07,s,t,n,t,d,n,6.72,16.49,n,f,f,d,u
p,12.3,x,t,r,t,d,n,7.1,16.43,n,f,f,d,a
p,9.39,s,t,n,t,d,n,5.07,14.95,n,f,f,h,u
p,10.43,s,t,r,t,d,n,5.73,12.83,n,f,f,d,u
p,8.84,s,t,n,t,d,n,6.5,16.29,n,f,f,d,a
p,12.07,s,t,n,t,d,n,5.44,15.27,n,f,f,d,u
p,10.69,f,t,r,t,d,n,5.1,14.23,n,f,f,d,a
p,11.18,x,t,n,t,d,n,6.65,14.44,n,f,f,d,u
p,12.45,f,t,n,t,d,n,6.57,17.53,n,f,f,h,u
p,12.25,f,t,n,t,d,n,7.52,16.05,n,f,f,d,u
p,10.66,s,t,r,t,d,n,5.39,14.65,n,f,f,h,a
p,10.29,s,t,n,t,d,n,6.17,15.07,n,f,f,h,a
p,11.07,x,t,r,t,d,n,5.07,13.06,n,f,f,h,u
p,11.58,x,t,n,t,d,n,5.95,14.91,n,f,f,d,u
p,13.45,s,t,n,t,d,n,7.27,17.11,n,f,f,d,a
p,11.24,x,t,r,t,d,n,5.99,15.26,n,f,f,d,u
p,11.97,x,t,n,t,d,n,6.28,14.29,n,f,f,d,u
p,12.12,x,t,n,t,d,n,5.8,14.09,n,f,f,h,a
p,9.92,f,t,r,t,d,n,5.88,12.09,n,f,f,h,u
p,11.16,s,t,n,t,d,n,5.72,14.53,n,f,f,h,u
p,10.8,x,t,n,t,d,n,6.6,14.7,n,f,f,h,a
p,12.91,f,t,n,t,d,n,7.77,19.77,n,f,f,d,a
p,11.69,x,t,n,t,d,n,7.18,17.03,n,f,f,h,u
p,10.64,s,t,n,t,d,n,5.71,14.33,n,f,f,h,a
p,9.57,s,t,r,t,d,n,5.27,12.69,n,f,f,h,a
p,11.76,f,t,r,t,d,n,6.28,14.68,n,f,f,d,a
p,11.24,s,t,r,t,d,n,6.27,16.96,n,f,f,h,a
p,12.2,x,t,n,t,d,n,4.74,13.21,n,f,f,d,a
p,12.18,x,t,n,t,d,n,6.06,15.79,n,f,f,d,u
p,11.04,f,t,r,t,d,n,5.75,14.68,n,f,f,h,a
p,11.53,s,t,r,t,d,n,6.42,15.64,n,f,f,d,u
p,13.37,f,t,n,t,d,n,6.81,17.2,n,f,f,d,u
p,9.84,x,t,r,t,d,n,5.72,15.4,n,f,f,h,a
p,12.78,s,t,n,t,d,n,6.05,14.57,n,f,f,h,u
p,10.92,s,t,n,t,d,n,6.1,15.62,n,f,f,h,u
p,11.79,x,t,r,t,d,n,6.68,15.6,n,f,f,d,u
p,14.29,f,t,n,t,d,n,6.84,13.4,n,f,f,d,u
p,13.26,s,t,r,t,d,n,6.07,15.48,n,f,f,h,a
p,10.61,f,t,r,t,d,n,7.27,16.73,n,f,f,h,u
p,10.39,f,t,r,t,d,n,5.35,14.26,n,f,f,h,a
p,11.23,f,t,n,t,d,n,7.78,18.71,n,f,f,h,u
p,9.94,s,t,n,t,d,n,5.81,13.1,n,f,f,d,a
p,9.62,s,t,r,t,d,n,6.26,14.61,n,f,f,d,u
p,11.05,s,t,n,t,d,n,6.55,17.47,n,f,f,d,u
p,12.16,f,t,n,t,d,n,7.26,17.52,n,f,f,d,u
p,11.13,x,t,n,t,d,n,5.2,14.22,n,f,f,d,a
p,10.97,s,t,r,t,d,n,5.56,13.33,n,f,f,h,u
p,13.77,f,t,n,t,d,n,6.39,18.1,n,f,f,d,u
p,11.66,x,t,r,t,d,n,6.21,16.61,n,f,f,h,a
p,12.35,x,t,n,t,d,n,6.29,14.42,n,f,f,h,u
p,11.79,f,t,n,t,d,n,6.71,14.89,n,f,f,d,u
p,10.27,x,t,r,t,d,n,5.99,15.87,n,f,f,h,a
p,11.6,x,t,r,t,d,n,6.37,16.68,n,f,f,h,u
p,9.25,s,t,n,t,d,n,5.84,16.68,n,f,f,h,u
p,13.46,f,t,n,t,d,n,6.62,16.29,n,f,f,h,a
p,10.86,x,t,r,t,d,n,5.93,12.77,n,f,f,d,u
p,12.61,s,t,r,t,d,n,6.83,18.16,n,f,f,h,a
p,11.58,s,t,n,t,d,n,5.32,15.47,n,f,f,d,u
p,10.82,x,t,r,t,d,n,6.68,14.72,n,f,f,d,a
p,11.95,x,t,n,t,d,n,6.6,14.51,n,f,f,h,a
p,10.12,f,t,n,t,d,n,6.03,15.6,n,f,f,h,u
p,11.51,f,t,n,t,d,n,6.86,15.19,n,f,f,h,a
p,10.59,s,t,r,t,d,n,5.05,13.69,n,f,f,d,a
p,9.3,f,t,r,t,d,n,5.17,13.36,n,f,f,h,a
p,8.4,x,t,n,t,d,n,4.61,13.58,n,f,f,d,u
p,10.97,f,t,r,t,d,n,5.71,13.33,n,f,f,h,u
p,9.95,s,t,r,t,d,n,5.28,11.5,n,f,f,h,u
p,10.45,f,t,r,t,d,n,5.92,15.62,n,f,f,d,a
p,9.04,f,t,n,t,d,n,6.26,13.03,n,f,f,d,a
p,10.98,s,t,n,t,d,n,5.53,14.4,n,f,f,d,a
p,9.63,f,t,n,t,d,n,6.13,15.65,n,f,f,d,a
p,10.02,x,t,n,t,d,n,5.45,15.09,n,f,f,h,u
p,12.47,x,t,n,t,d,n,7.4,15.49,n,f,f,d,a
p,8.74,x,t,n,t,d,n,5.1,13.83,n,f,f,d,a
p,11.8,f,t,n,t,d,n,6.27,15.25,n,f,f,d,a
p,10.42,f,t,n,t,d,n,5.24,13.63,n,f,f,d,a
p,10.74,x,t,n,t,d,n,5.76,15.25,n,f,f,d,u
p,10.44,f,t,r,t,d,n,5.86,12.7,n,f,f,d,a
p,12.05,f,t,n,t,d,n,6.79,16.61,n,f,f,h,u
p,11.72,f,t,n,t,d,n,6.21,17.17,n,f,f,d,a
p,10.03,f,t,n,t,d,n,6.56,15.39,n,f,f,h,a
p,12.36,s,t,n,t,d,n,5.32,15.13,n,f,f,h,u
p,12.97,f,t,r,t,d,n,6.54,15.7,n,f,f,d,a
p,11.78,f,t,r,t,d,n,5.66,13.37,n,f,f,h,u
p,10.16,s,t,n,t,d,n,4.78,14.0,n,f,f,h,u
p,11.37,s,t,r,t,d,n,5.74,13.63,n,f,f,d,u
p,13.23,f,t,r,t,d,n,6.92,18.14,n,f,f,h,u
p,10.17,f,t,n,t,d,n,6.12,17.21,n,f,f,d,u
p,13.4,x,t,r,t,d,n,6.46,17.86,n,f,f,h,a
p,11.16,s,t,r,t,d,n,6.38,15.6,n,f,f,d,u
p,10.89,s,t,n,t,d,n,5.4,16.56,n,f,f,d,a
p,9.69,x,t,n,t,d,n,6.03,12.15,n,f,f,h,a
p,12.07,x,t,r,t,d,n,5.5,14.65,n,f,f,h,a
p,10.34,f,t,n,t,d,n,5.6,14.17,n,f,f,d,a
p,10.82,s,t,r,t,d,n,3.75,11.23,n,f,f,d,a
p,12.7,x,t,r,t,d,n,6.16,13.87,n,f,f,h,u
p,11.37,x,t,n,t,d,n,6.42,14.62,n,f,f,h,a
p,13.01,x,t,n,t,d,n,6.44,16.09,n,f,f,d,u
p,10.34,s,t,n,t,d,n,6.65,15.86,n,f,f,h,u
p,11.15,f,t,r,t,d,n,6.28,13.47,n,f,f,h,u
p,9.55,f,t,n,t,d,n,5.96,14.55,n,f,f,d,a
p,10.28,x,t,n,t,d,n,4.82,14.65,n,f,f,d,a
p,8.38,f,t,n,t,d,n,5.26,11.78,n,f,f,d,u
p,10.71,x,t,n,t,d,n,6.01,13.76,n,f,f,h,u
p,10.39,f,t,r,t,d,n,5.19,12.88,n,f,f,d,a
p,12.08,s,t,n,t,d,n,7.65,19.29,n,f,f,h,u
p,9.37,x,t,n,t,d,n,5.38,12.51,n,f,f,h,a
p,13.18,f,t,r,t,d,n,5.73,13.83,n,f,f,h,a
p,12.95,f,t,n,t,d,n,6.58,17.0,n,f,f,d,u
p,10.8,x,t,n,t,d,n,6.67,15.14,n,f,f,h,a
p,8.76,f,t,n,t,d,n,5.69,13.69,n,f,f,d,u
p,9.99,f,t,n,t,d,n,5.66,14.14,n,f,f,h,u
p,11.7,s,t,n,t,d,n,5.71,15.71,n,f,f,h,u
p,10.7,x,t,n,t,d,n,4.72,12.49,n,f,f,h,u
p,12.11,x,t,r,t,d,n,6.32,16.98,n,f,f,h,a
p,12.59,f,t,n,t,d,n,5.75,13.43,n,f,f,h,u
p,13.09,s,t,n,t,d,n,7.06,16.73,n,f,f,h,a
p,10.42,s,t,n,t,d,n,6.74,15.11,n,f,f,h,a
p,10.9,x,t,n,t,d,n,6.22,15.73,n,f,f,h,a
p,12.99,f,t,n,t,d,n,6.54,16.05,n,f,f,h,u
p,10.29,f,t,r,t,d,n,6.2,15.84,n,f,f,h,u
p,10.27,f,t,n,t,d,n,5.63,15.82,n,f,f,d,u
p,10.89,s,t,r,t,d,n,5.9,15.2,n,f,f,h,a
p,12.83,s,t,n,t,d,n,6.43,16.44,n,f,f,h,a
p,10.11,s,t,r,t,d,n,5.14,14.93,n,f,f,d,a
p,9.0,s,t,r,t,d,n,5.98,16.01,n,f,f,d,a
p,12.29,x,t,n,t,d,n,6.33,16.32,n,f,f,h,u
p,9.76,f,t,n,t,d,n,5.83,13.97,n,f,f,d,a
p,11.33,x,t,r,t,d,n,5.77,14.11,n,f,f,h,a
p,8.58,f,t,r,t,d,n,5.88,16.71,n,f,f,d,u
p,13.64,s,t,n,t,d,n,6.49,15.53,n,f,f,h,u
p,12.44,f,t,r,t,d,n,6.11,16.03,n,f,f,h,a
p,9.75,f,t,r,t,d,n,5.63,14.48,n,f,f,h,u
p,9.66,f,t,r,t,d,n,5.94,14.0,n,f,f,h,u
p,10.23,s,t,n,t,d,n,5.67,11.35,n,f,f,d,u
p,13.31,x,t,r,t,d,n,5.99,15.38,n,f,f,h,u
p,10.34,x,t,n,t,d,n,5.69,15.87,n,f,f,h,a
p,11.61,s,t,r,t,d,n,5.64,12.8,n,f,f,d,u
p,10.04,x,t,r,t,d,n,5.58,16.6,n,f,f,d,a
p,13.15,x,t,n,t,d,n,6.62,15.17,n,f,f,h,u
p,13.46,s,t,n,t,d,n,6.29,15.28,n,f,f,h,a
p,11.0,f,t,r,t,d,n,6.78,16.06,n,f,f,d,a
p,9.03,s,t,n,t,d,n,5.88,15.12,n,f,f,h,u
p,11.18,f,t,r,t,d,n,5.92,13.55,n,f,f,d,a
p,9.58,f,t,n,t,d,n,5.48,14.74,n,f,f,d,u
p,11.92,f,t,r,t,d,n,6.25,17.11,n,f,f,d,a
p,9.92,f,t,n,t,d,n,5.96,15.01,n,f,f,d,u
p,10.64,s,t,n,t,d,n,4.98,13.57,n,f,f,d,u
p,11.25,f,t,n,t,d,n,5.75,16.43,n,f,f,d,u
p,12.88,f,t,n,t,d,n,6.19,16.32,n,f,f,d,a
p,8.6,f,t,r,t,d,n,5.38,13.67,n,f,f,d,u
p,13.36,s,t,n,t,d,n,6.16,15.71,n,f,f,h,a
p,11.78,x,t,n,t,d,n,6.82,18.08,n,f,f,d,u
p,10.56,s,t,n,t,d,n,5.43,11.98,n,f,f,h,a
p,11.6,x,t,r,t,d,n,4.38,10.9,n,f,f,h,u
p,10.93,f,t,n,t,d,n,5.85,13.9,n,f,f,h,u
p,11.08,f,t,n,t,d,n,6.4,15.63,n,f,f,h,a
p,11.64,x,t,r,t,d,n,6.8,17.13,n,f,f,d,u
p,10.5,f,t,r,t,d,n,5.78,13.95,n,f,f,d,u
p,11.14,x,t,r,t,d,n,6.19,15.89,n,f,f,h,a
p,9.33,s,t,n,t,d,n,5.37,13.69,n,f,f,h,u
p,12.21,f,t,r,t,d,n,7.03,17.12,n,f,f,d,a
p,12.79,f,t,n,t,d,n,6.34,14.61,n,f,f,d,u
p,10.05,f,t,r,t,d,n,5.67,13.93,n,f,f,h,a
p,9.65,f,t,n,t,d,n,5.61,12.93,n,f,f,d,u
p,11.79,x,t,n,t,d,n,6.92,17.23,n,f,f,d,u
p,11.45,f,t,r,t,d,n,5.93,16.12,n,f,f,h,a
p,9.15,x,t,n,t,d,n,5.96,15.5,n,f,f,h,u
p,10.44,s,t,r,t,d,n,6.16,14.81,n,f,f,d,u
p,9.24,s,t,n,t,d,n,5.27,12.61,n,f,f,d,u
p,11.12,f,t,n,t,d,n,5.85,13.98,n,f,f,d,a
p,11.44,f,t,n,t,d,n,4.91,14.16,n,f,f,h,u
p,7.98,x,t,r,t,d,n,6.01,15.25,n,f,f,d,a
p,12.37,f,t,n,t,d,n,5.0,16.24,n,f,f,h,u
p,11.38,s,t,r,t,d,n,5.33,16.08,n,f,f,d,a
p,8.43,f,t,n,t,d,n,4.99,13.13,n,f,f,h,u
p,12.87,s,t,n,t,d,n,6.73,13.58,n,f,f,d,u
p,11.28,x,t,n,t,d,n,6.77,14.59,n,f,f,h,a
p,11.2,f,t,n,t,d,n,5.36,16.38,n,f,f,h,u
p,14.16,f,t,r,t,d,n,7.28,17.13,n,f,f,h,a
p,8.58,f,t,r,t,d,n,5.79,15.0,n,f,f,d,u
p,11.34,f,t,n,t,d,n,5.64,16.8,n,f,f,h,u
p,11.21,s,t,n,t,d,n,5.95,13.54,n,f,f,h,u
p,11.41,f,t,r,t,d,n,6.52,13.36,n,f,f,h,u
p,9.94,f,t,r,t,d,n,5.81,14.83,n,f,f,h,u
p,8.81,x,t,n,t,d,n,5.77,13.75,n,f,f,d,u
p,11.9,s,t,r,t,d,n,7.4,17.44,n,f,f,d,u
p,10.57,s,t,n,t,d,n,6.64,18.9,n,f,f,d,u
p,9.24,s,t,n,t,d,n,5.12,13.98,n,f,f,h,u
p,11.48,s,t,r,t,d,n,6.24,14.52,n,f,f,d,a
p,12.86,x,t,n,t,d,n,6.63,15.81,n,f,f,d,u
p,10.47,f,t,r,t,d,n,4.85,14.89,n,f,f,d,a
p,12.26,f,t,n,t,d,n,6.18,15.36,n,f,f,h,a
p,12.46,x,t,r,t,d,n,6.96,18.21,n,f,f,d,u
p,9.68,s,t,r,t,d,n,5.44,12.68,n,f,f,h,u
p,12.95,f,t,n,t,d,n,7.37,15.67,n,f,f,d,u
p,13.53,f,t,r,t,d,n,6.19,16.4,n,f,f,d,a
p,10.88,f,t,r,t,d,n,4.72,11.83,n,f,f,h,u
p,10.47,f,t,n,t,d,n,6.56,16.62,n,f,f,d,u
p,13.38,f,t,r,t,d,n,6.91,15.7,n,f,f,h,u
p,10.94,f,t,r,t,d,n,6.13,15.59,n,f,f,d,a
p,12.33,s,t,r,t,d,n,6.64,16.34,n,f,f,d,u
p,12.57,f,t,n,t,d,n,5.24,13.71,n,f,f,d,u
p,10.72,x,t,r,t,d,n,5.05,13.21,n,f,f,d,a
p,11.6,x,t,r,t,d,n,6.38,18.13,n,f,f,h,a
p,10.39,x,t,n,t,d,n,5.5,14.99,n,f,f,h,u
p,8.59,x,t,r,t,d,n,4.27,10.52,n,f,f,h,a
p,9.4,x,t,n,t,d,n,5.66,16.78,n,f,f,d,u
p,9.17,s,t,r,t,d,n,5.92,13.28,n,f,f,d,u
p,11.0,s,t,r,t,d,n,6.81,14.94,n,f,f,h,a
p,13.61,f,t,r,t,d,n,5.67,14.21,n,f,f,d,u
p,11.42,x,t,n,t,d,n,6.14,15.35,n,f,f,d,u
p,11.4,s,t,r,t,d,n,5.3,14.22,n,f,f,d,a
p,12.0,x,t,n,t,d,n,7.23,18.69,n,f,f,h,a
p,10.07,f,t,r,t,d,n,6.58,16.09,n,f,f,d,a
p,11.21,f,t,r,t,d,n,6.28,14.56,n,f,f,d,a
p,10.46,x,t,n,t,d,n,6.07,16.93,n,f,f,d,a
p,10.44,f,t,r,t,d,n,6.25,14.7,n,f,f,d,u
p,9.35,s,t,n,t,d,n,5.63,14.57,n,f,f,h,a
p,9.54,s,t,r,t,d,n,5.3,12.88,n,f,f,d,a
p,10.19,x,t,r,t,d,n,6.19,14.4,n,f,f,d,u
p,11.12,x,t,r,t,d,n,5.44,15.95,n,f,f,h,u
p,9.24,s,t,n,t,d,n,5.35,11.32,n,f,f,d,a
p,6.7,f,t,r,t,d,n,4.18,10.64,n,f,f,h,a
p,6.43,s,t,r,t,d,n,3.58,8.92,n,f,f,h,a
p,11.68,x,t,r,t,d,n,5.32,14.58,n,f,f,h,a
p,11.49,f,t,r,t,d,n,5.12,12.71,n,f,f,h,a
p,10.69,x,t,r,t,d,n,5.93,15.53,n,f,f,h,a
p,9.12,x,t,n,t,d,n,6.15,14.63,n,f,f,d,u
p,12.26,x,t,r,t,d,n,7.15,16.31,n,f,f,h,a
p,10.91,f,t,r,t,d,n,6.54,15.23,n,f,f,d,u
p,11.84,x,t,r,t,d,n,5.16,13.11,n,f,f,h,u
p,12.02,f,t,r,t,d,n,6.57,14.98,n,f,f,d,a
p,12.65,s,t,r,t,d,n,5.7,13.5,n,f,f,h,u
p,11.61,s,t,r,t,d,n,6.49,15.24,n,f,f,h,u
p,12.77,s,t,n,t,d,n,5.88,15.2,n,f,f,d,a
p,9.39,x,t,r,t,d,n,5.11,13.36,n,f,f,d,u
p,11.03,x,t,r,t,d,n,7.49,17.1,n,f,f,h,a
p,8.74,s,t,n,t,d,n,4.79,11.37,n,f,f,d,u
p,10.41,f,t,n,t,d,n,5.78,14.51,n,f,f,h,a
p,10.67,s,t,n,t,d,n,5.64,12.61,n,f,f,d,u
p,11.16,x,t,n,t,d,n,5.68,13.33,n,f,f,d,a
p,10.19,f,t,r,t,d,n,5.54,13.97,n,f,f,d,a
p,8.53,f,t,r,t,d,n,4.72,12.36,n,f,f,d,a
p,10.7,f,t,r,t,d,n,6.22,13.91,n,f,f,d,u
p,10.0,x,t,n,t,d,n,5.43,15.37,n,f,f,h,u
p,13.12,x,t,r,t,d,n,6.43,18.1,n,f,f,d,a
p,12.81,f,t,n,t,d,n,6.14,15.49,n,f,f,h,a
p,12.63,f,t,n,t,d,n,6.28,17.66,n,f,f,d,u
p,11.11,x,t,n,t,d,n,5.55,12.3,n,f,f,d,a
p,12.28,x,t,n,t,d,n,5.37,13.66,n,f,f,d,u
p,8.48,f,t,r,t,d,n,4.63,11.66,n,f,f,d,a
p,10.39,s,t,n,t,d,n,5.05,13.73,n,f,f,d,u
p,9.8,f,t,r,t,d,n,7.03,17.09,n,f,f,h,a
p,12.45,s,t,n,t,d,n,6.13,17.48,n,f,f,h,u
p,12.57,s,t,n,t,d,n,6.2,16.72,n,f,f,h,u
p,10.94,s,t,r,t,d,n,6.79,15.85,n,f,f,h,u
p,13.19,s,t,n,t,d,n,5.64,15.47,n,f,f,h,u
p,10.83,f,t,n,t,d,n,5.47,14.94,n,f,f,h,u
p,12.66,f,t,n,t,d,n,6.34,14.23,n,f,f,d,a
p,10.67,x,t,r,t,d,n,5.89,15.21,n,f,f,h,a
p,10.21,f,t,n,t,d,n,4.92,13.73,n,f,f,d,a
p,12.43,x,t,r,t,d,n,6.07,14.83,n,f,f,h,a
p,9.88,x,t,n,t,d,n,5.87,14.75,n,f,f,d,a
p,12.47,s,t,n,t,d,n,7.24,17.63,n,f,f,d,u
p,12.12,s,t,n,t,d,n,6.8,15.57,n,f,f,h,a
p,7.95,x,t,r,t,d,n,5.59,14.93,n,f,f,h,a
p,11.14,s,t,n,t,d,n,6.63,15.05,n,f,f,h,a
p,8.29,f,t,r,t,d,n,5.22,14.67,n,f,f,h,a
p,11.86,x,t,r,t,d,n,6.79,16.45,n,f,f,d,a
p,9.92,s,t,r,t,d,n,5.16,13.28,n,f,f,h,u
p,11.25,f,t,n,t,d,n,5.85,17.55,n,f,f,d,u
p,9.81,f,t,n,t,d,n,5.5,14.46,n,f,f,h,a
p,13.36,f,t,n,t,d,n,5.28,15.02,n,f,f,h,u
p,11.76,x,t,n,t,d,n,6.09,15.03,n,f,f,d,a
p,10.67,x,t,r,t,d,n,5.27,13.05,n,f,f,d,a
p,8.83,s,t,n,t,d,n,5.97,12.39,n,f,f,d,a
p,12.07,f,t,r,t,d,n,6.05,14.81,n,f,f,h,a
p,9.75,x,t,r,t,d,n,6.21,14.34,n,f,f,h,u
p,10.67,s,t,r,t,d,n,5.94,14.29,n,f,f,h,a
p,9.99,s,t,n,t,d,n,4.91,14.48,n,f,f,h,u
p,14.04,x,t,n,t,d,n,6.48,14.21,n,f,f,h,u
p,10.76,s,t,r,t,d,n,5.56,14.62,n,f,f,h,u
p,11.0,x,t,n,t,d,n,6.35,15.18,n,f,f,d,u
p,12.25,f,t,r,t,d,n,5.71,15.87,n,f,f,h,u
p,12.32,s,t,n,t,d,n,5.69,15.54,n,f,f,h,a
p,12.94,s,t,r,t,d,n,8.14,19.11,n,f,f,d,u
p,12.5,f,t,n,t,d,n,6.63,16.31,n,f,f,d,u
p,11.99,x,t,r,t,d,n,4.96,13.02,n,f,f,d,u
p,10.67,f,t,r,t,d,n,5.54,13.6,n,f,f,d,u
p,8.68,s,t,r,t,d,n,5.83,13.33,n,f,f,d,a
p,11.68,f,t,r,t,d,n,6.58,16.06,n,f,f,h,a
p,8.27,f,t,n,t,d,n,5.26,11.55,n,f,f,d,a
p,11.51,s,t,n,t,d,n,6.08,16.25,n,f,f,h,u
p,8.77,s,t,r,t,d,n,5.86,14.87,n,f,f,d,u
p,16.26,f,k,n,f,d,y,7.06,37.86,n,f,f,d,u
p,16.95,s,s,n,f,d,y,6.43,35.01,n,f,f,d,u
p,15.21,f,k,n,f,d,y,6.03,35.25,k,f,f,d,u
p,14.37,f,s,n,f,d,y,5.57,31.01,n,f,f,d,a
p,18.74,s,d,n,f,d,y,6.79,40.8,k,f,f,d,u
p,16.16,f,k,n,f,d,y,6.03,35.35,n,f,f,d,u
p,19.47,s,d,n,f,d,y,5.65,37.51,n,f,f,d,a
p,15.86,s,k,n,f,d,y,5.73,34.78,k,f,f,d,u
p,16.82,f,k,n,f,d,y,6.38,38.36,k,f,f,d,u
p,13.91,s,k,n,f,d,y,6.43,37.06,n,f,f,d,a
p,12.77,s,k,n,f,d,y,5.7,29.63,n,f,f,d,a
p,13.98,f,k,n,f,d,y,5.37,28.53,n,f,f,d,a
p,17.42,f,k,n,f,d,y,5.55,28.77,n,f,f,d,a
p,14.58,f,s,n,f,d,y,6.03,29.34,k,f,f,d,a
p,15.82,s,d,n,f,d,y,6.24,38.11,n,f,f,d,u
p,18.5,f,d,n,f,d,y,5.45,36.28,n,f,f,d,a
p,16.66,f,d,n,f,d,y,5.3,31.79,k,f,f,d,u
p,22.63,s,k,n,f,d,y,6.87,41.91,n,f,f,d,a
p,12.71,s,k,n,f,d,y,5.49,30.75,k,f,f,d,a
p,16.08,f,s,n,f,d,y,6.04,30.75,k,f,f,d,u
p,17.85,s,d,n,f,d,y,6.52,35.57,k,f,f,d,a
p,10.92,f,k,n,f,d,y,6.22,30.64,k,f,f,d,u
p,19.45,s,s,n,f,d,y,7.73,37.87,n,f,f,d,u
p,11.57,s,d,n,f,d,y,5.12,28.42,n,f,f,d,a
p,13.86,f,k,n,f,d,y,6.31,35.5,k,f,f,d,a
p,20.52,f,d,n,f,d,y,6.49,42.38,k,f,f,d,a
p,14.35,s,d,n,f,d,y,4.85,34.76,n,f,f,d,a
p,24.48,s,s,n,f,d,y,6.23,35.29,n,f,f,d,u
p,14.44,s,d,n,f,d,y,6.78,34.32,n,f,f,d,u
p,15.32,f,d,n,f,d,y,5.77,30.73,k,f,f,d,u
p,17.9,f,k,n,f,d,y,6.12,35.93,n,f,f,d,u
p,15.88,f,s,n,f,d,y,7.05,40.61,k,f,f,d,u
p,17.35,f,k,n,f,d,y,6.66,36.2,k,f,f,d,a
p,17.0,s,s,n,f,d,y,5.71,29.9,k,f,f,d,u
p,15.42,f,k,n,f,d,y,6.15,32.78,n,f,f,d,u
p,18.11,s,d,n,f,d,y,6.15,36.58,k,f,f,d,u
p,17.6,s,d,n,f,d,y,5.77,34.82,k,f,f,d,u
p,21.79,s,s,n,f,d,y,5.48,35.33,n,f,f,d,u
p,17.42,f,d,n,f,d,y,5.92,31.93,k,f,f,d,a
p,12.73,s,s,n,f,d,y,5.44,32.38,k,f,f,d,u
p,11.5,s,k,n,f,d,y,6.64,40.71,n,f,f,d,u
p,15.58,s,k,n,f,d,y,6.21,35.67,n,f,f,d,a
p,15.16,s,d,n,f,d,y,6.16,34.01,k,f,f,d,a
p,13.99,s,s,n,f,d,y,6.24,30.42,k,f,f,d,a
p,17.95,f,k,n,f,d,y,5.88,38.12,n,f,f,d,u
p,19.33,f,k,n,f,d,y,6.15,39.55,k,f,f,d,a
p,14.59,f,d,n,f,d,y,6.89,38.81,k,f,f,d,a
p,13.27,f,d,n,f,d,y,5.88,35.33,k,f,f,d,u
p,14.96,s,d,n,f,d,y,5.61,34.46,n,f,f,d,u
p,16.27,f,d,n,f,d,y,5.93,36.41,n,f,f,d,u
p,13.16,s,s,n,f,d,y,6.01,33.56,n,f,f,d,u
p,16.2,f,d,n,f,d,y,6.46,39.34,n,f,f,d,a
p,24.62,s,d,n,f,d,y,6.98,39.08,n,f,f,d,u
p,15.21,s,s,n,f,d,y,5.28,29.82,n,f,f,d,a
p,13.33,f,d,n,f,d,y,4.64,26.4,k,f,f,d,a
p,17.3,s,k,n,f,d,y,7.04,42.4,k,f,f,d,a
p,17.9,f,s,n,f,d,y,6.19,38.48,k,f,f,d,a
p,15.52,s,d,n,f,d,y,5.53,35.72,k,f,f,d,u
p,12.55,f,s,n,f,d,y,6.01,23.66,n,f,f,d,a
p,11.95,s,k,n,f,d,y,5.28,30.05,n,f,f,d,u
p,12.59,s,d,n,f,d,y,5.48,32.26,n,f,f,d,u
p,16.27,f,k,n,f,d,y,6.26,40.32,n,f,f,d,a
p,16.26,s,k,n,f,d,y,6.85,36.19,k,f,f,d,a
p,19.19,s,k,n,f,d,y,6.33,31.18,k,f,f,d,u
p,16.69,s,d,n,f,d,y,5.89,32.16,n,f,f,d,a
p,17.0,f,k,n,f,d,y,5.09,30.06,n,f,f,d,u
p,19.97,s,k,n,f,d,y,7.13,43.89,k,f,f,d,a
p,12.89,f,k,n,f,d,y,3.89,22.3,n,f,f,d,u
p,15.71,f,d,n,f,d,y,5.95,33.96,k,f,f,d,a
p,14.69,s,d,n,f,d,y,5.82,27.48,k,f,f,d,u
p,18.74,s,d,n,f,d,y,7.14,46.09,k,f,f,d,u
p,16.92,f,s,n,f,d,y,6.44,34.43,k,f,f,d,a
p,17.6,s,d,n,f,d,y,6.0,38.68,k,f,f,d,a
p,18.26,f,k,n,f,d,y,6.79,41.53,n,f,f,d,u
p,9.43,f,s,n,f,d,y,6.52,31.34,n,f,f,d,u
p,9.9,f,s,n,f,d,y,5.52,27.52,k,f,f,d,a
p,17.31,f,k,n,f,d,y,6.56,33.97,n,f,f,d,u
p,20.48,f,d,n,f,d,y,6.37,38.78,n,f,f,d,u
p,16.53,s,k,n,f,d,y,5.83,34.4,k,f,f,d,u
p,15.99,s,s,n,f,d,y,6.38,35.33,n,f,f,d,a
p,20.61,s,d,n,f,d,y,7.18,47.12,k,f,f,d,u
