trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
The Long Way,Mark Ambor,271360,singer-songwriter pop,0.677,0.821,4,-3.858,1,0.0611,0.144,0,0.125,0.804,104.87,audio_features,135680,4
The Machine,Low Roar,61471,icelandic indie,0.432,0.33,11,-16.483,0,0.0434,0.822,0.293,0.152,0.17,135.034,audio_features,337660,4
The Man Who Sold The World,Nirvana,5973,grunge,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,audio_features,261093,4
The Merry Widow,André Rieu,366776,easy listening,0.204,0.319,7,-14.384,1,0.0387,0.828,0.588,0.34,0.138,86.365,audio_features,183480,4
The Middle,Zedd,28630,complextro,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,audio_features,184732,4
The Mono-Tones,The Neighbourhood,295167,modern alternative rock,0.627,0.685,10,-6.871,1,0.0272,0.0534,0.756,0.096,0.552,96.989,audio_features,214693,4
The Motto,Tiësto,5146,big room,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23E-05,0.0901,0.464,117.953,audio_features,164819,4
The Night We Met,Lord Huron,5864299,indie folk,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,audio_features,208212,3
The Nights,Avicii,370220,edm,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,audio_features,176658,4
The Nutcracker - March,Pyotr Ilyich Tchaikovsky,3761076,classical,0.617,0.211,4,-20.508,0,0.0397,0.973,0.884,0.115,0.65,75.962,audio_features,143840,4
"The Nutcracker, Op. 71a;Th 35: II E. Chinese Tea Dance - Allegro moderato",Shockwave-Sound,66906,,0.578,0.323,10,-16.36,1,0.0334,0.977,0.884,0.104,0.964,123.852,audio_features,67107,4
The Only,Sasha Alex Sloan,702327,alt z,0.682,0.26,4,-11.008,0,0.0495,0.745,0,0.137,0.0502,138.034,audio_features,213959,4
The Only Way,Tricky,291040,electronica,0.661,0.421,4,-8.526,1,0.0283,0.246,0.779,0.1,0.1,120.059,audio_features,291040,4
The Other - Stripped,Lauv,364000,pop,0.396,0.375,7,-6.625,1,0.0342,0.836,0,0.287,0.406,90.158,audio_features,182000,4
The Other Side,Hugh Jackman,410334,hollywood,0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,audio_features,214373,4
The Other Side,Ruelle,250995,metropopolis,0.367,0.255,6,-8.187,0,0.033,0.92,2.38E-05,0.0944,0.196,136.876,audio_features,252485,4
The Outside,Twenty One Pilots,657,modern rock,0.785,0.623,11,-6.923,1,0.0403,0.0505,0.125,0.0539,0.711,100.991,audio_features,216759,4
The Outside,Will Killen,212396,leeds indie,0.476,0.253,0,-7.511,1,0.0298,0.917,0,0.113,0.218,86.633,audio_features,212397,4
"The Plan - From the Motion Picture ""TENET""",Travis Scott,197506,hip hop,0.433,0.443,1,-10.568,0,0.0361,0.0922,0.000293,0.117,0.0363,79.903,audio_features,185851,3
"The Planets, Op. 32: 4. Jupiter, the Bringer of Jollity",Gustav Holst,2382194,british modern classical,0.3,0.297,7,-14.937,0,0.037,0.924,0.925,0.314,0.279,139.855,audio_features,456000,4
The Prophecy,Timmy Trumpet,0,australian dance,0.273,0.896,1,-4.705,1,0.0913,0.000841,0.351,0.305,0.0632,137.992,audio_features,190870,4
The Raising Fighting Spirit (Naruto),Kato,54236,anime lo-fi,0.573,0.469,4,-7.817,0,0.0246,0.398,0.903,0.268,0.0995,109.983,audio_features,108547,4
The Raising Fighting Spirit Piano,Kato,63491,anime lo-fi,0.63,0.00728,5,-29.489,0,0.0484,0.993,0.973,0.145,0.482,142.176,audio_features,63647,3
The Real Slim Shady,Eminem,3877282,detroit hip hop,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,audio_features,284200,4
The Reluctant Heroes,Hiroyuki Sawano,49289,anime score,0.552,0.804,11,-7.233,0,0.0968,0.00486,2.75E-05,0.414,0.543,127.039,audio_features,267120,4
The Rip,Portishead,270960,alternative rock,0.471,0.484,9,-9.414,0,0.0317,0.925,0.499,0.0987,0.236,74.982,audio_features,270947,4
The Road,Gareth Coker,126306,video game music,0.62,0.555,1,-14.984,0,0.0726,0.0781,0.878,0.303,0.0619,179.979,audio_features,126307,3
The Same,Prince Johann George V,177354,,,,,,,,,,,,,,0,
The Search,NF,953726,hip hop,0.789,0.789,2,-4.813,1,0.298,0.598,0,0.099,0.37,119.95,audio_features,248053,4
The Sense of Me,Mud Flow,194737,belgian rock,0.393,0.567,2,-8.545,0,0.0319,0.00112,0.841,0.204,0.114,76.025,audio_features,152507,4
The Shining,The Neighbourhood,429239,modern alternative rock,0.627,0.685,10,-6.871,1,0.0272,0.0534,0.756,0.096,0.552,96.989,audio_features,214693,4
The Sky,Maddy Estelle,60834,,0.72,0.383,0,-10.361,1,0.0314,0.808,0,0.0917,0.408,94.047,audio_features,204708,4
"The Sleeping Beauty, Op. 66, Act 1: “Lilac Fairy” Variation la fée des Lilas – voluptueuse (Slow) [Fast]",Pyotr Ilyich Tchaivovsky,81336,,,,,,,,,,,,,,0,
The Smallest Church in Sussex - Piano Version,Sea Power,119733,brighton indie,0.502,0.178,0,-17.491,1,0.0336,0.909,0.000541,0.0925,0.316,90.585,audio_features,119733,4
The Story Never Ends,Lauv,925888,pop,0.601,0.126,9,-9.403,1,0.0379,0.913,1.05E-06,0.148,0.348,119.916,audio_features,229029,4
The Sweet Escape,Gwen Stefani,246330,dance pop,0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,audio_features,246467,4
The Time Is Now,Atreyu,162095,alternative metal,0.487,0.935,8,-4.278,1,0.233,0.0105,0.000256,0.203,0.397,165.013,audio_features,199959,4
The Time We Spent,Jordy Chandra,149797,anime lo-fi,0.613,0.299,7,-11.921,1,0.0367,0.713,0.943,0.132,0.0946,120.025,audio_features,150000,4
The Tourist,Radiohead,6670,alternative rock,0.241,0.295,4,-8.57,1,0.0318,0.223,0.0319,0.11,0.0398,114.347,audio_features,326533,5
The Trauma and The Pleasure,Cameron Sanderson,193284,modern alternative pop,0.604,0.601,0,-6.213,1,0.046,0.335,0,0.105,0.572,141.011,audio_features,193284,4
The Trials,Kazuma Jinnouchi,15967,video game music,0.474,0.838,4,-9.744,0,0.102,0.017,0.683,0.106,0.133,94.507,audio_features,253693,3
The Trip,Still Corners,374240,metropopolis,0.689,0.786,2,-5.133,1,0.039,0.208,0.0319,0.161,0.415,119.996,audio_features,373267,4
"The Ugliest, Weirdest, and Most Expensive Concept Cars of All Time",Past Gas by Donut Media,1557702,,,,,,,,,,,,,,0,
The Valley,Heather LaRose,988858,,0.623,0.579,1,-6.094,0,0.0289,0.446,0,0.108,0.15,114.017,audio_features,206316,4
The Valleys,The Mountains,130848,danish electropop,0.652,0.705,4,-6.84,1,0.0314,0.596,0.00717,0.514,0.861,140.044,audio_features,219363,4
The War,SYML,708532,modern indie pop,0.247,0.19,9,-12.596,0,0.0379,0.586,0.000877,0.0568,0.0393,126.77,audio_features,354267,4
The Way Back,WYS,163865,lo-fi beats,0.585,0.141,4,-18.531,0,0.0444,0.955,0.924,0.121,0.155,159.915,audio_features,164250,4
The Way I Am,Charlie Puth,1918753,pop,0.755,0.769,10,-5.658,0,0.186,0.314,2.38E-06,0.0628,0.642,114.966,audio_features,186080,4
The Way I Am,Gavin Haley,1441400,chill pop,0.533,0.5,7,-8.273,1,0.0481,0.772,0,0.112,0.14,99.77,audio_features,178143,4
The Way I Are (Dance with Somebody) [feat. Lil Wayne],Bebe Rexha,11020,dance pop,0.466,0.659,2,-6.077,1,0.115,0.00282,0,0.273,0.36,186.169,audio_features,187787,4
The Way I Love You,yaeow,162717,lo-fi chill,0.543,0.206,6,-18.037,1,0.0319,0.94,0.453,0.385,0.13,113.107,audio_features,162727,3
The Way You Felt,Alec Benjamin,3239229,alt z,0.872,0.52,0,-6.928,1,0.0618,0.715,0,0.0982,0.736,131.918,audio_features,183243,4
The Wayfarer,ZODIVK,586116,drift phonk,0.698,0.881,8,-4.697,0,0.621,0.048,0.612,0.409,0.242,105.011,audio_features,195762,4
The Weapon,Curtis Schweitzer,131933,indie game soundtrack,0.156,0.0235,9,-28.491,0,0.0432,0.96,0.082,0.0936,0.0276,61.625,audio_features,131933,4
"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",Lang Lang,278530,chinese classical performance,0.239,0.125,0,-25.418,1,0.0448,0.989,0.896,0.101,0.209,134.015,audio_features,139307,4
The Wind,PJ Harvey,241493,alternative rock,0.66,0.658,11,-10.877,0,0.0308,0.139,0.738,0.0717,0.69,110.039,audio_features,241493,4
The Wind is Ringing,Soiboi,498903,lo-fi sleep,0.332,0.129,9,-21.585,1,0.0533,0.934,0.903,0.111,0.0414,69.016,audio_features,166301,4
The Wormhole,Hans Zimmer,834787,german soundtrack,0.14,0.0532,0,-28.662,1,0.0393,0.563,0.889,0.0748,0.021,95.78,audio_features,90569,4
The Worst Of You,PJ Harding,1238,australian singer-songwriter,0.555,0.35,10,-10.955,0,0.0503,0.791,6.64E-06,0.11,0.404,77.772,audio_features,209813,4
The misty veil of May,Black Hill,217055,instrumental post-rock,0.209,0.167,4,-16.94,1,0.0373,0.97,0.928,0.156,0.0357,80.843,audio_features,217056,1
The night inn,RADWIMPS,1027965,j-pop,0.207,0.00948,11,-27.988,0,0.0404,0.867,0.868,0.0928,0.0378,68.313,audio_features,93813,5
The walker,Christine and the Queens,256053,art pop,0.798,0.56,1,-6.574,1,0.0469,0.317,0.000292,0.133,0.571,106.971,audio_features,256053,4
Them Bones (2022 Remaster),Alice In Chains,164683,alternative metal,0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06E-06,0.387,0.309,165.014,audio_features,149467,1
Them Changes - Sped Up,Thundercat,135115,afrofuturism,0.815,0.658,2,-7.811,1,0.0464,0.557,0.322,0.114,0.871,114.326,audio_features,135116,4
"Theme of ""Weathering With You""",RADWIMPS,17200,j-pop,0.468,0.247,9,-10.09,1,0.0356,0.76,0.938,0.101,0.218,92.034,audio_features,41733,4
Theme of Mitsuha,RADWIMPS,2629358,j-pop,0.615,0.152,0,-17.208,1,0.0583,0.987,0.906,0.111,0.251,123.701,audio_features,246147,4
Theme of Ms. Okudera,RADWIMPS,1362094,j-pop,0.817,0.162,5,-14.5,1,0.0484,0.692,0.971,0.127,0.306,83.011,audio_features,127107,4
Therapist,Jeremy Zucker,485758,alt z,0.657,0.757,4,-6.196,1,0.032,0.0307,4.93E-06,0.098,0.906,139.958,audio_features,154013,4
Therapy,Conro,558236,canadian electronic,0.745,0.6,1,-8.863,1,0.118,0.0162,0.00271,0.0628,0.921,99.975,audio_features,186150,4
There's No Way (feat. Julia Michaels),Lauv,4986597,pop,0.755,0.625,2,-7.114,1,0.0897,0.49,0,0.157,0.374,147.022,audio_features,174861,4
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,3208617,pop dance,0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,audio_features,210773,4
Thicker Than Water,John Paesano,9490,soundtrack,0.157,0.262,1,-19.304,1,0.0393,0.753,0.955,0.0866,0.0384,100.031,audio_features,294979,3
Things I Hate,Motel 7,216890,modern indie pop,0.652,0.692,6,-6.87,1,0.0653,0.119,8.73E-06,0.109,0.131,161.937,audio_features,217102,4
Think I Am - Dead Rabbit Remix,Masta Ace,198089,east coast hip hop,0.821,0.463,7,-7.031,1,0.0942,0.149,0.0213,0.15,0.391,103.727,audio_features,198089,4
Thinking,NF,197264,hip hop,0.57,0.531,1,-5.82,1,0.293,0.26,0.000304,0.0922,0.557,109.787,audio_features,192120,5
Thinking 'Bout Love - Acoustic,Wild Rivers,6614394,folk-pop,0.684,0.173,5,-13.535,1,0.0595,0.846,0,0.162,0.358,137.742,audio_features,184065,4
Thinking About You,22 Void Beats,828909,pakistani electronic,0.547,0.487,7,-9.023,0,0.0502,0.165,2.10E-05,0.272,0.226,144.917,audio_features,168843,4
Thinking Bout You,rei brown,115700,,0.67,0.711,9,-7.786,1,0.0563,0.536,0.00149,0.242,0.509,163.998,audio_features,190947,4
Thinking out Loud,Ed Sheeran,29311,pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,281560,4
This City,Sam Fischer,3142149,australian pop,0.605,0.377,11,-6.213,1,0.0443,0.733,0,0.0808,0.519,73.877,audio_features,194853,4
This Is America,Childish Gambino,3116282,atl hip hop,0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,audio_features,225773,4
This Is Love,PJ Harvey,226666,alternative rock,0.59,0.685,0,-5.216,1,0.0282,6.58E-05,3.08E-05,0.165,0.425,112.411,audio_features,226667,4
This Is Me,Keala Settle,234706,broadway,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,audio_features,234707,4
This Is What You Came For,Calvin Harris,222160,dance pop,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,audio_features,222160,4
"This Land - From ""The Lion King""/Score",Hans Zimmer,356450,german soundtrack,0.145,0.174,7,-19.155,1,0.0396,0.516,0.633,0.0784,0.132,100.089,audio_features,175400,3
This Life,Vampire Weekend,268600,baroque pop,0.62,0.712,9,-6.434,1,0.1,0.228,3.39E-06,0.0561,0.83,170.234,audio_features,268600,4
This Mess We're In,PJ Harvey,235840,alternative rock,0.541,0.572,0,-9.634,1,0.0277,0.0266,0.186,0.0925,0.406,126.302,audio_features,235840,4
This Town (feat. Sasha Alex Sloan),Kygo,76360841,edm,0.736,0.449,10,-7.956,0,0.0633,0.506,6.63E-05,0.117,0.487,147.971,audio_features,202280,4
This Version Of You (feat. Julianna Barwick),ODESZA,171785,chillwave,0.671,0.666,6,-9.968,0,0.0284,0.0036,0.339,0.226,0.126,123.994,audio_features,309663,4
This is My Time,Lecrae,212737,christian hip hop,0.667,0.761,2,-9.049,1,0.153,0.00254,0.000793,0.0787,0.158,176.903,audio_features,135760,3
Those Eyes,New West,2960300,toronto indie,0.593,0.352,4,-8.296,1,0.0284,0.695,2.22E-05,0.3,0.226,119.988,audio_features,220750,3
Those Eyes - Sped Up,New West,167658,toronto indie,0.495,0.406,9,-6.657,1,0.0264,0.687,0.000184,0.32,0.286,157.881,audio_features,167658,3
Thoughts,Sasha Alex Sloan,1215632,alt z,0.685,0.464,7,-9.931,1,0.0579,0.138,3.97E-05,0.111,0.0559,90.011,audio_features,185713,4
Thoughts From Your Car,nodisco.,1231570,hopebeat,0.693,0.683,11,-6.368,1,0.0347,0.00375,0.00039,0.347,0.572,140.042,audio_features,239267,4
Thoughts of the Night,INNR CIRCLE,140596,,0.657,0.44,1,-9.227,0,0.0522,0.755,7.07E-05,0.22,0.644,91.96,audio_features,232258,4
Thousand Miles,The Kid LAROI,4853916,australian hip hop,0.376,0.657,7,-4.658,1,0.0768,0.0858,0,0.0884,0.203,80.565,audio_features,164782,4
Through It All,Charlie Puth,1446126,pop,0.562,0.383,4,-8.54,1,0.0356,0.762,0,0.0775,0.225,119.113,audio_features,206453,3
Through and Through,khai dreams,9218,lo-fi rap,0.851,0.424,6,-9.307,1,0.0463,0.383,0,0.0843,0.591,94.927,audio_features,113684,4
Throw It Back (feat. Keith Urban),BRELAND,949083,black americana,0.79,0.73,0,-4.98,1,0.0926,0.0586,0,0.0878,0.513,93.985,audio_features,188936,4
Thunder,Gabry Ponte,1010802,eurodance,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21E-05,0.344,0.403,101.216,audio_features,160000,3
Thunderstruck,AC/DC,11400,australian rock,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,292880,4
TiK ToK,Kesha,212258,dance pop,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,audio_features,199693,4
Tick Tock (feat. 24kGoldn),Clean Bandit,863549,pop,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91E-06,0.124,0.946,101.022,audio_features,178374,4
Tick-Tock,Hans Zimmer,4492405,german soundtrack,0.261,0.231,9,-15.826,0,0.0388,0.271,0.9,0.239,0.0396,119.89,audio_features,498852,4
Tie Me Down (with Elley Duhé),Gryffin,218295,edm,0.608,0.845,6,-2.292,1,0.0597,0.136,0,0.111,0.322,98.976,audio_features,218240,4
Til I Don't,Mokita,2249949,chill pop,0.766,0.394,0,-7.451,1,0.0637,0.0582,0.00523,0.279,0.816,160.079,audio_features,126700,4
Til the Right One Comes,John Mayer,34209,neo mellow,0.807,0.563,3,-8.996,1,0.0287,0.242,0.00322,0.0488,0.925,112.985,audio_features,219227,4
Till Forever Falls Apart,Ashe,3892548,alt z,0.346,0.501,2,-6.939,1,0.0364,0.421,0,0.0657,0.299,99.855,audio_features,222927,4
Till The End - Jonas Blue & Sam Feldt Present Endless Summer,Jonas Blue,188571,pop,0.522,0.918,1,-6.391,0,0.0416,0.00644,0.0023,0.163,0.251,126.053,audio_features,188571,4
Time,NF,479582,hip hop,0.677,0.688,0,-4.058,0,0.0633,0.138,0,0.114,0.198,98.049,audio_features,240429,4
Time - Edit,NF,15542,hip hop,0.665,0.703,8,-3.885,1,0.07,0.128,0,0.115,0.257,97.968,audio_features,230611,4
Time After Time,Lauv,190,pop,0.683,0.598,6,-5.322,1,0.188,0.0103,9.84E-05,0.251,0.478,107.971,audio_features,147253,4
Time For Me,Antonius B,213332,,0.465,0.0871,11,-18.775,1,0.0406,0.906,0.93,0.112,0.189,72.034,audio_features,106667,4
Time Heals,Justin Lucas,252000,,0.628,0.563,2,-8.207,1,0.0702,0.533,0,0.111,0.35,79.969,audio_features,252000,4
Time Rider,Chromatics,283000,alternative dance,0.742,0.623,10,-8.23,1,0.0581,0.00265,0.376,0.0692,0.902,103.101,audio_features,283000,4
Timebomb,Nico Collins,581993,,0.445,0.924,6,-3.638,0,0.171,0.121,0,0.0588,0.744,173.884,audio_features,177494,4
Timeless,Stephen,7016723,,0.324,0.0158,2,-27.879,1,0.0619,0.986,0.96,0.0947,0.166,67.395,audio_features,159201,4
Tinseltown Swimming in Blood,Destroyer,286027,art pop,0.678,0.692,0,-7.376,1,0.0293,0.0244,0.512,0.206,0.727,106.999,audio_features,286028,4
Tishnagi,Semwal,239950,,0.57,0.618,7,-9.621,0,0.0287,0.0966,0.0802,0.247,0.589,127.02,audio_features,240995,4
Tissues,Teddy Failure,932700,,0.722,0.564,4,-5.763,1,0.112,0.636,2.47E-06,0.331,0.643,152.064,audio_features,153492,4
Titanium (feat. Sia),David Guetta,1231789,big room,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,audio_features,245040,4
Titan♀~9chiku,Hiroyuki Sawano,2134,anime score,0.308,0.727,2,-10.961,1,0.0392,0.00196,0.852,0.13,0.0597,99.888,audio_features,315360,4
To Aagare Kichhi Dhoopa,Sonu Nigam,5070,filmi,0.59,0.439,11,-11.853,0,0.0735,0.854,0,0.107,0.692,152.19,audio_features,454200,4
To Be Loved,Askjell,155450,norwegian house,0.356,0.324,6,-12.875,0,0.0472,0.671,0.0135,0.0999,0.186,122.09,audio_features,228594,4
To The Souls That Leave Us Too Soon,Promoting Sounds,4528732,aesthetic rap,0.763,0.35,4,-11.464,0,0.0478,0.774,4.00E-06,0.258,0.429,140.101,audio_features,156429,4
To Ü (feat. AlunaGeorge),Jack Ü,104748,edm,0.485,0.928,10,-3.451,0,0.445,0.134,2.92E-05,0.217,0.348,160.165,audio_features,237000,4
Tobacco Sunburst,The Neighbourhood,1187006,modern alternative rock,0.413,0.474,5,-11.472,1,0.0328,0.0419,0.508,0.384,0.446,111.01,audio_features,296813,4
Together,Gerardo Millán,417672,lo-fi study,0.649,0.0454,2,-19.552,1,0.0363,0.968,0.872,0.116,0.148,100.039,audio_features,139225,4
Together,Krynoze,303788,lo-fi sleep,0.596,0.113,7,-21.071,1,0.0415,0.984,0.939,0.0841,0.455,128.058,audio_features,151895,4
Together,Sia,1099390,australian dance,0.56,0.742,7,-10.547,1,0.0387,0.0549,0.153,0.0948,0.675,105.975,audio_features,198113,4
"Toking, Dozing",Feng Suave,3657474,bedroom pop,0.703,0.33,7,-13.49,1,0.0508,0.848,0.00122,0.072,0.413,115.009,audio_features,226640,4
"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,26952,japanese old school hip hop,0.761,0.892,6,-5.354,1,0.133,0.178,4.19E-05,0.0712,0.935,127.04,audio_features,255173,4
Tokyo Streets,Razihel,105000,,,,,,,,,,,,,,0,
Told You So,HRVY,179073,pop,0.745,0.825,0,-5.413,1,0.0748,0.0697,0,0.168,0.744,99.98,audio_features,177013,4
Tonari No Kaibutsu-Kun Ost - Tetsukazu No Kanjou[piano Instrumental],Redwanul Aulvee,1209,,,,,,,,,,,,,,0,
Tongue In The Bag,XYLØ,18089,alt z,0.628,0.642,4,-6.264,0,0.182,0.594,0,0.221,0.568,132.101,audio_features,231818,4
Tongue Tied (with YUNGBLUD & blackbear) - HiGuys Remix,Marshmello,275099,brostep,0.516,0.805,1,-7.227,0,0.145,0.00716,3.43E-06,0.0588,0.346,149.982,audio_features,275200,4
Tonight (I'm Fuckin' You),Enrique Iglesias,1456771,dance pop,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58E-06,0.116,0.321,125.953,audio_features,232213,4
Tonight Tonight - Goldstein Remix,Hot Chelle Rae,42995,dance rock,0.629,0.931,1,-2.498,0,0.126,0.000684,0,0.0693,0.828,118.062,audio_features,208507,4
"Tonight, Tonight, Tonight",Low Roar,9102,icelandic indie,0.293,0.575,2,-11.224,0,0.0551,0.147,0.603,0.111,0.0464,90.001,audio_features,476960,4
Too Cheez Badi Hain,Udit Narayan,356690,chutney,0.692,0.875,8,-7.381,1,0.0571,0.545,5.78E-05,0.326,0.787,84.575,audio_features,385853,4
Too Much,Lili Pistorius,143947,,0.73,0.558,5,-7.553,1,0.0853,0.755,0,0.362,0.27,98.97,audio_features,156364,3
Too Much,Party Favor,219242,brostep,0.612,0.89,1,-5.582,1,0.0628,0.00151,0.868,0.0894,0.397,127.013,audio_features,219242,4
Too Sad To Cry,Sasha Alex Sloan,49206551,alt z,0.515,0.27,10,-9.935,1,0.0357,0.842,0,0.114,0.234,120.483,audio_features,208987,4
Too Tired (Don't Feel a Thing),Hanne Mjøen,177912,melodipop,0.744,0.394,6,-9.656,1,0.0499,0.43,1.38E-05,0.346,0.233,126.005,audio_features,177946,4
Toop Toop,Cassius,167493,alternative dance,0.769,0.836,2,-4.621,1,0.266,0.089,2.83E-06,0.369,0.916,131.989,audio_features,167493,4
Topanga,Trippie Redd,215364,melodic rap,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75E-06,0.109,0.039,105.955,audio_features,215364,4
Toxic,2WEI,1253224,epicore,0.349,0.621,8,-9.657,1,0.07,0.171,0.448,0.15,0.0616,119.906,audio_features,237427,4
Toxic,AP Dhillon,25012,desi hip hop,0.802,0.737,9,-4.306,1,0.0432,0.309,0,0.0815,0.577,116.955,audio_features,184103,4
Traffic Light,Rival,2705692,,0.391,0.549,10,-5.506,1,0.11,0.731,0,0.0831,0.721,184.097,audio_features,163696,3
Traffic Lights,Sara Kays,6631512,alt z,0.52,0.531,11,-7.63,1,0.0428,0.633,0,0.101,0.309,121.839,audio_features,204878,4
Train Wreck,James Arthur,417652,pop,0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,audio_features,208827,4
Traitor,Elley Duhé,3041329,alt z,0.609,0.43,8,-8.242,1,0.0547,0.249,1.13E-06,0.0996,0.401,172.482,audio_features,177507,3
Trampoline,SHAED,2144257,electropop,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,audio_features,184060,4
Trashfire,Tommy Lefroy,171066,indie pop,0.506,0.352,0,-6.934,1,0.0608,0.646,0,0.405,0.339,78.366,audio_features,171067,4
Trauma,NF,102819,hip hop,0.527,0.0861,5,-15.326,1,0.0301,0.92,0.000334,0.0988,0.225,103.582,audio_features,247241,4
Traumlandschaft,Kaiser Hulenstadt,194500,,0.0786,0.0152,2,-30.165,1,0.0397,0.978,0.865,0.07,0.0599,177.472,audio_features,199318,5
Traveling Alone,Tom The Mail Man,160165,modern indie pop,0.691,0.595,8,-6.865,0,0.0377,0.0888,5.56E-05,0.0886,0.415,121.004,audio_features,160165,4
Treading Water,Said The Sky,4756249,melodic dubstep,0.345,0.471,4,-8.184,1,0.0579,0.681,3.09E-05,0.155,0.312,184.112,audio_features,213125,4
Trick of the Moon,Eloise,485970,bedroom soul,0.586,0.269,0,-15.806,1,0.593,0.979,0.000524,0.813,0.649,135.992,audio_features,119667,3
Trigger,Major Lazer,194215,dance pop,0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.378,97.285,audio_features,171987,4
Troop (feat. Smino),tobi lou,266181,chicago rap,0.881,0.357,9,-9.657,1,0.0765,0.507,0,0.114,0.55,109.973,audio_features,266182,4
Trooper and the Maid,Charlotte Cumberbirch,125501,shanty,0.761,0.734,2,-4.857,0,0.0387,0.849,0,0.293,0.939,110.942,audio_features,117667,4
Troublemaker (feat. Flo Rida),Olly Murs,185437,dance pop,0.762,0.863,0,-3.689,0,0.0561,0.015,0,0.125,0.965,106.012,audio_features,185587,4
Truth Hurts,Lizzo,22520,escape room,0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,audio_features,173325,4
Try,Lost Kings,2488294,pop dance,0.478,0.802,7,-5.043,0,0.0454,0.0725,0,0.136,0.36,200,audio_features,185119,4
Try Again,Phonk,62787,,0.782,0.834,1,-2.584,1,0.0704,0.364,0.313,0.122,0.54,169.925,audio_features,112588,4
Try Again (feat. Lauv),DallasK,547291,complextro,0.74,0.754,0,-7.262,0,0.0887,0.41,0.000102,0.137,0.198,124.003,audio_features,189077,4
Try It Out,Skrillex,229108,brostep,0.423,0.943,0,-2.808,1,0.498,0.0227,0,0.0798,0.165,139.48,audio_features,229213,4
Try It Out - Put Em up Mix,Skrillex,0,brostep,0.446,0.975,2,-2.329,0,0.163,0.00719,0.289,0.214,0.178,139.93,audio_features,322286,4
Try Me (with Plastic Toy),DJ Snake,13010,edm,0.68,0.703,7,-3.36,0,0.0439,0.839,0.0218,0.0863,0.193,102.289,audio_features,198405,4
Tryumph,Beowülf,115879,lo-fi chill,0.689,0.412,10,-16.194,0,0.0557,0.43,0.184,0.118,0.247,134.41,audio_features,115879,4
Tu Aake Dekhle,King,574337,,,,,,,,,,,,,,0,
Tu Har Lamha,Bobby-Imran,16908,modern bollywood,0.311,0.538,2,-4.551,0,0.0263,0.573,0,0.113,0.165,137.177,audio_features,272869,4
Tu Hi Meri Shab Hai,KK,7556088,filmi,0.571,0.734,9,-6.059,0,0.0402,0.463,0.000691,0.128,0.552,118.881,audio_features,389693,4
Tu Jo Mila,KK,12812,filmi,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85E-05,0.266,0.478,124.013,audio_features,242864,4
Tu Tu Hai Wohi - The Unwind Mix,Jonita Gandhi,40360,filmi,0.609,0.278,11,-14.16,0,0.0358,0.82,0.000514,0.103,0.312,125.883,audio_features,316013,4
Tudo Bom,Static & Ben El,148778,israeli pop,0.7,0.82,9,-3.103,1,0.367,0.0631,1.69E-06,0.133,0.725,130.028,audio_features,189276,4
Tug of War,Nico Collins,191377,,0.602,0.688,11,-3.715,0,0.055,0.151,0,0.158,0.724,138.105,audio_features,191386,4
